1k9g60m	frase-parola		それはあまりにもうますぎる話だ。		That's too good a story to be true.	
18shh61	frase-parola		彼女はテニスは上手いが、水泳は下手だ。		She's very good at tennis, but she's not much of a swimmer.	
1qz0mtq	frase-parola		プレゼントをもらって、うれしいです。		Sono felice di aver ricevuto un regalo.	
0by50fx	frase-parola		ともだちに あえて、うれしかったです。		Sono stato felice di rivedere il mio amico.	
03eaxor	frase-parola		行く？—うん、行くよ。		Ci vai? — Sì, ci vado.	
15404dy	frase-parola		「たべる？」と きかれて、「うん」と こたえました。		Mi ha chiesto «lo mangi?» e ho risposto «sì».	
1astbd0	frase-parola		上りのエスカレーターはどこですか？		Where's the up-escalator?	
1bsajlg	frase-parola		エスカレーターでは みぎに たちます。		Sulla scala mobile si sta a destra.	
1lifhl2	frase-parola		この雨の中をおいでにならないでください。		Don't bother coming in this rain.	
103frdm	frase-parola		いつ旅行においでになりますか。		When will you go on a journey?	
0xsvdhu	frase-parola		兄はオートバイで通勤しています。		Mio fratello va al lavoro in moto.	
1bcibtm	frase-parola		オートバイは べんりですが、あぶないです。		La moto è comoda ma pericolosa.	
11yb58f	frase-parola		あなたはオーバーなしですますつもりですか。		Do you mean to do without an overcoat?	
0fmyewt	frase-parola		このバッグは４キロの重量オーバーです。		This bag is 4 kilograms overweight.	
1r3krki	frase-parola		先生のおかげで合格しました。		Grazie all'insegnante sono stato promosso.	
0micqlp	frase-parola		くすりの おかげで よく なりました。		Grazie alla medicina sono guarito.	
08seijk	frase-parola		この機械、音がおかしいです。		Questa macchina fa un rumore strano.	
1929xkz	frase-parola		れいぞうこの おとが おかしいです。		Il frigorifero fa un rumore strano.	
1eegrc9	frase-parola		ここではどんどん意見をおっしゃってかまいません。		You can speak out freely here.	
0x7m5ff	frase-parola		おなまえは なんと おっしゃいますか。		Come si chiama, scusi? (onorifico)	
063whxa	frase-parola		１ドルでおつりがありますか。		Have you got change for a dollar?	
1ytf9b7	frase-parola		おつりを もらうのを わすれました。		Ho dimenticato di prendere il resto.	
1qmih13	frase-parola		子どもにおもちゃを買いました。		Ho comprato un giocattolo al bambino.	
10gjpy5	frase-parola		こどもは あたらしい おもちゃで あそんで います。		Il bambino gioca con il giocattolo nuovo.	
1031bch	frase-parola		父は今、家におりません。		Mio padre ora non è in casa (umile).	
1xifg6l	frase-parola		ごご 三じまで かいしゃに おります。		Sarò in azienda fino alle tre del pomeriggio (umile).	
06i1z97	frase-parola		彼はお金持ちになりました。		Lui è diventato ricco.	
0ld4n5z	frase-parola		お金持ちに なっても、しあわせとは かぎりません。		Anche diventando ricchi non è detto che si sia felici.	
12nrow6	frase-parola		入院した友だちのお見舞いに行きました。		Sono andato a trovare l'amico ricoverato.	
0ajvokj	frase-parola		お見舞いに くだものを もって いきました。		Sono andato a trovare il malato portando della frutta.	
1xia1zf	frase-parola		夏に 町で お祭りが あります。		D'estate in città c'è la festa tradizionale.	
0503405	frase-parola		お祭りで 浴衣を 着ました。		Alla festa ho indossato lo yukata.	
0jektk1	frase-parola		お子さんは何人おありですか。		How many children do you have?	
0qnz5w6	frase-parola		お子さんの おなまえは？		Come si chiama suo figlio?	
1ojbdaf	frase-parola		合格の お祝いに 時計を もらいました。		Per festeggiare la promozione ho ricevuto un orologio.	
0zpkie7	frase-parola		友達の 誕生日の お祝いを します。		Festeggiamo il compleanno di un amico.	
15e4tp8	frase-parola		お嬢さんは何さいですか。		Quanti anni ha sua figlia?	
0838s0v	frase-parola		お嬢さんは ピアノが じょうずですね。		Sua figlia è brava con il pianoforte, eh.	
0pmolct	frase-parola		五時ですね。お先に失礼します。		Sono le cinque. Vado via prima io.	
1j9xjlk	frase-parola		今日は 用事が あるので、お先に失礼します。		Oggi ho un impegno, quindi vado via prima io.	
0okv7qe	frase-parola		明日、お宅にうかがいます。		Domani vengo a casa sua.	
0x6j5dc	frase-parola		お宅の にわは きれいですね。		Il giardino di casa sua è bello, eh.	
1wvyj6l	frase-parola		これは北海道からのお土産です。		This is a souvenir from Hokkaido.	
1wmuc7e	frase-parola		きょうとで お土産を かいました。		A Kyoto ho comprato dei souvenir.	
0ewtv9v	frase-parola		お礼に花を送りました。		Come ringraziamento ho mandato dei fiori.	
1umi9xm	frase-parola		てつだって もらったので、お礼を いいました。		Mi hanno aiutato, così ho ringraziato.	
1lwquin	frase-parola		カーテンが風になびいた。		The curtains blew in the wind.	
0iwflp0	frase-parola		あさ、カーテンを あけます。		La mattina apro le tende.	
04vty4e	frase-parola		コーヒーをください。— かしこまりました。		Un caffè, per favore. — Certamente.	
1w701sn	frase-parola		チェックアウトを お願いします。— かしこまりました。		Il check-out, per favore. — Certamente.	
061lvx9	frase-parola		出かける前にガスを消してください。		Chiudi il gas prima di uscire.	
0cs6b1b	frase-parola		ガスの ひを とめましたか。		Hai spento il fuoco del gas?	
0muevy9	frase-parola		ガソリンが高くなりました。		La benzina è rincarata.	
1nh6af6	frase-parola		ガソリンが なくなりそうです。		La benzina sta per finire.	
1ai8mmh	frase-parola		ガソリンスタンドで満タンにしました。		Ho fatto il pieno al distributore.	
1j6p3tr	frase-parola		つぎの ガソリンスタンドで やすみましょう。		Fermiamoci al prossimo distributore.	
1oz8fev	frase-parola		そんな かっこうで 出かけるんですか。		Esci conciato così?	
14y9rgo	frase-parola		彼は いつも かっこうを 気に して います。		Lui bada sempre al proprio aspetto.	
00a1pjs	frase-parola		時間は かまいません。いつでも いいです。		L'orario non importa: va bene in qualsiasi momento.	
1o501bi	frase-parola		私の ことは かまわないで ください。		Non preoccuparti per me.	
0b2y1vs	frase-parola		テーブルの上にガラスのコップがある。		There is a glass on the table.	
1aiusoz	frase-parola		ボールが あたって、ガラスが われました。		La palla ha colpito il vetro e l'ha rotto.	
0hqvsvy	frase-parola		あしたはきっと晴れますよ。		Domani sarà sereno di sicuro.	
10v8ojr	frase-parola		かれは きっと くると おもいます。		Sono sicuro che lui verrà.	
1mhi0yp	frase-parola		もう一度言ってくださいますか。		Could you repeat that, please?	
0957th1	frase-parola		せんせいが ほんを くださいました。		Il professore mi ha dato un libro (onorifico).	
0vrm10l	frase-parola		友だちが本をくれました。		Un amico mi ha dato un libro.	
1p4lczs	frase-parola		あねが おかしを くれました。		Mia sorella mi ha dato dei dolcetti.	
1f8ujla	frase-parola		ケイトはケーキの作り方を知っています。		Kate knows how to make a cake.	
0511jil	frase-parola		誕生日に ケーキを 焼きました。		Per il compleanno ho preparato una torta al forno.	
16cmo6h	frase-parola		転んで 足を けがしました。		Sono caduto e mi sono ferito a una gamba.	
18twvjb	frase-parola		けがしないように 気を つけて ください。		Fai attenzione a non farti male.	
1j5b47f	frase-parola		高いけれど、この かばんが 欲しいです。		È caro, però voglio questa borsa.	
00h3ki2	frase-parola		何度も 呼びました。けれども 返事が ありませんでした。		Ho chiamato tante volte. Tuttavia non c'è stata risposta.	
02k6iyu	frase-parola		弟と けんかして、母に 叱られました。		Ho litigato con mio fratello e la mamma mi ha sgridato.	
07bk9mm	frase-parola		つまらない ことで けんかしないで ください。		Non litigate per sciocchezze.	
0obxhb7	frase-parola		こう書いてください。		Scrivi così, per favore.	
1tyv5if	frase-parola		はしは こう 持ちます。		Le bacchette si tengono così.	
0iutqr6	frase-parola		昨日はごちそうを食べました。		Ieri ho mangiato un pranzo coi fiocchi.	
0bqaqai	frase-parola		テーブルに ごちそうが ならんで います。		In tavola sono allineate tante prelibatezze.	
0oklhe3	frase-parola		この間はありがとうございました。		Grazie per l'altro giorno.	
03sy724	frase-parola		この間 借りた 本を 返します。		Ti restituisco il libro che mi hai prestato l'altro giorno.	
0nrl7gl	frase-parola		このごろ少しも見ないです。		I have seen nothing of him lately.	
09kn0vn	frase-parola		この頃 よく 眠れません。		Ultimamente non riesco a dormire bene.	
09jzu7p	frase-parola		ごみは月曜日に出してください。		La spazzatura si butta il lunedì.	
143n11d	frase-parola		ここに ごみを 捨てないで ください。		Non buttare la spazzatura qui.	
1cfzal5	frase-parola		この 写真を ごらんになりましたか。		Ha visto questa fotografia? (onorifico)	
1oa7s5l	frase-parola		窓から 富士山を ごらんになれます。		Dalla finestra può ammirare il monte Fuji.	
050hn7g	frase-parola		これから出かけるところです。		Sto giusto per uscire.	
10xp5xi	frase-parola		これからも 日本語の 勉強を 続けます。		Anche d'ora in poi continuerò a studiare giapponese.	
06ngd18	frase-parola		コンサートはどうだった？		How did you enjoy the concert?	
0z90btz	frase-parola		コンサートの チケットが 二まい あります。		Ho due biglietti per il concerto.	
17pnnog	frase-parola		仕事で 毎日 コンピュータを 使います。		Per lavoro uso il computer tutti i giorni.	
0ibajab	frase-parola		新しい コンピューターは とても 速いです。		Il computer nuovo è velocissimo.	
1ao7180	frase-parola		あなたのご主人は食事にうるさいのかな？		Is your husband a picky eater?	
0pm6acs	frase-parola		ご主人に よろしく おつたえください。		Porga i miei saluti a suo marito.	
1ph2uyh	frase-parola		この店をご存じですか。		Conosce questo locale? (onorifico)	
0pu2ws6	frase-parola		あの ニュースを ご存じですか。		È al corrente di quella notizia?	
0lla99y	frase-parola		さっき田中さんから電話がありました。		Poco fa ha chiamato il signor Tanaka.	
00dsx6j	frase-parola		さっきまで ここに いましたよ。		Fino a poco fa era qui.	
0hg7zxf	frase-parola		もう少しサラダはいかがですか。		Would you like some more salad?	
0igqtav	frase-parola		朝は サラダと パンを 食べます。		La mattina mangio insalata e pane.	
09uiaye	frase-parola		夏はサンダルをはきます。		D'estate porto i sandali.	
07zemy2	frase-parola		サンダルで 山に 登っては いけません。		Non si scala la montagna in sandali.	
10v7il3	frase-parola		サンドイッチだったらどれくらいかかりますか。		How long would a sandwich take?	
0touel8	frase-parola		公園で サンドイッチを 食べました。		Al parco ho mangiato un sandwich.	
0jdw1xw	frase-parola		しっかり勉強してください。		Studia con impegno.	
0u4p56b	frase-parola		ロープを しっかり 持って ください。		Tieni saldamente la corda.	
03fr8vr	frase-parola		しばらくお待ちください。		Attenda un momento, per favore.	
0qa8c8x	frase-parola		しばらく 会わない うちに、大きく なりましたね。		Nel tempo in cui non ci siamo visti sei proprio cresciuto!	
0faxwkq	frase-parola		イチゴはジャムに作られる。		Strawberries are made into jam.	
06ho3n1	frase-parola		パンに いちごの ジャムを ぬりました。		Ho spalmato la marmellata di fragole sul pane.	
1cp0r42	frase-parola		面接にはスーツを着て行きます。		Al colloquio vado in completo.	
1xoekzs	frase-parola		新しい スーツで 会社へ 行きました。		Sono andato in azienda con il completo nuovo.	
1i324by	frase-parola		スーツケースに服を入れました。		Ho messo i vestiti in valigia.	
16hyowt	frase-parola		スーツケースが 重くて 運べません。		La valigia è troppo pesante da trasportare.	
0vguaza	frase-parola		スクリーンに地図が出ています。		Sullo schermo c'è una mappa.	
1ld2ia4	frase-parola		大きい スクリーンで 映画を 見ました。		Ho visto il film su un grande schermo.	
06ny420	frase-parola		約束をすっかり忘れていました。		Mi ero completamente dimenticato dell'appuntamento.	
16od583	frase-parola		町は すっかり 変わって いました。		La città era completamente cambiata.	
1otc4gx	frase-parola		薬を飲んだら、すっと楽になりました。		Presa la medicina, mi sono sentito subito meglio.	
112ivhp	frase-parola		言いたい ことを 言って、すっと しました。		Ho detto quello che pensavo e mi sono sentito sollevato.	
08ap46i	frase-parola		誕生日にステーキを食べました。		Per il compleanno ho mangiato una bistecca.	
1wqtmko	frase-parola		この 店の ステーキは やわらかいです。		La bistecca di questo locale è tenera.	
1q3z0qx	frase-parola		私はあの店で新しいステレオを買った。		I got a new stereo at that store.	
1yzccfi	frase-parola		ステレオで 音楽を かけました。		Ho messo la musica sullo stereo.	
0e7qbjt	frase-parola		電車の中ですりに気をつけて。		Attento ai borseggiatori in treno.	
1611hgf	frase-parola		すりに さいふを とられました。		Un borseggiatore mi ha rubato il portafoglio.	
03l7hxe	frase-parola		ドアを開けました。すると、猫が入ってきました。		Ho aperto la porta. E allora è entrato un gatto.	
1e55m4n	frase-parola		ボタンを おしました。すると、ドアが 開きました。		Ho premuto il pulsante. Al che la porta si è aperta.	
0puf5bc	frase-parola		そうですか。知りませんでした。		Ah sì? Non lo sapevo.	
1qme08y	frase-parola		わたしも そう 思います。		Anch'io la penso così.	
16y8big	frase-parola		スミスさんはソフトな語り口の人物です。		Mr Smith is a softly-spoken person.	
122145e	frase-parola		その子はプレイステーションの新しいソフトが欲しいとだだをこねた。		When the kid wanted the latest PlayStation software, he acted like a spoiled child.	
0qq08b6	frase-parola		ねぼうしました。それで、遅れました。		Ho dormito troppo. E quindi ho fatto tardi.	
09jxdb7	frase-parola		かぜを ひきました。それで、休みました。		Ho preso il raffreddore, e per questo sono rimasto a riposo.	
192pfh0	frase-parola		この店は安いです。それに、おいしいです。		Questo posto è economico. E per di più si mangia bene.	
10gvlcg	frase-parola		今日は 寒いです。それに、風も 強いです。		Oggi fa freddo, e per di più il vento è forte.	
0tyoiii	frase-parola		今日はそれほど寒くないです。		Oggi non fa poi così freddo.	
1g4utsf	frase-parola		この 問題は それほど 難しくないです。		Questo problema non è poi così difficile.	
0zh73ww	frase-parola		そろそろ帰りましょう。		È quasi ora di tornare.	
17lf2q1	frase-parola		そろそろ 昼ごはんの 時間です。		È quasi ora di pranzo.	
0cletsj	frase-parola		そんなことを言わないでください。		Non dire una cosa del genere.	
0856u6y	frase-parola		そんな 話は 聞いた ことが ありません。		Una storia del genere non l'ho mai sentita.	
0js51v7	frase-parola		そんなに急がないでください。		Non avere così tanta fretta.	
00gqum2	frase-parola		そんなに 食べると、おなかを こわしますよ。		Se mangi così tanto ti verrà mal di pancia.	
0c8up35	frase-parola		こういうタイプの人はおもしろくない。		That type of person is dull.	
0i0yfik	frase-parola		彼は私にをタイプ使わせてくれた。		He let me use his typewriter.	
0ju9vfl	frase-parola		１日中テニスをしていたのだから。		He was playing tennis all day.	
1j71cid	frase-parola		明日は 試験です。だから、今夜は 勉強します。		Domani c'è l'esame, quindi stasera studio.	
0p5uqfj	frase-parola		たまには会いに来て下さい。		Come and see me once in a while.	
0ji8d0z	frase-parola		たまに 映画館へ 行きます。		Ogni tanto vado al cinema.	
1ce7te1	frase-parola		もうだめだ。		It's all over.	
1g8al4a	frase-parola		去年はジョギングシューズを２足駄目にした。		I wore out two pairs of jogging shoes last year.	
0bjb6yj	frase-parola		出かける 前に メールを チェックします。		Prima di uscire controllo le mail.	
1v3wj5n	frase-parola		答えを もう一度 チェックして ください。		Ricontrolla le risposte, per favore.	
1kzgkn6	frase-parola		ちっとも疲れていません。		Non sono per niente stanco.	
0rwfudz	frase-parola		この 本は ちっとも おもしろくないです。		Questo libro non è per niente interessante.	
02jqc7i	frase-parola		夏に日本へ行くつもりです。		Ho intenzione di andare in Giappone d'estate.	
0grujlv	frase-parola		来年、車を 買う つもりです。		L'anno prossimo ho intenzione di comprare un'auto.	
1ro3vr4	frase-parola		テキストの十ページを開いてください。		Aprite il libro di testo a pagina dieci.	
108ajk0	frase-parola		テキストを 忘れて、先生に 借りました。		Ho dimenticato il libro di testo e l'ho chiesto in prestito al professore.	
06xe190	frase-parola		できるだけ多くの本を読みなさい。		Read as many books as you can.	
1grc0v5	frase-parola		できるだけ 早く 返事を ください。		Rispondimi il prima possibile.	
1n1d79h	frase-parola		週末に 友だちと テニスを します。		Nel fine settimana gioco a tennis con gli amici.	
0ebplil	frase-parola		とうとう試験の日が来ました。		Alla fine è arrivato il giorno dell'esame.	
1w4ew1a	frase-parola		とうとう 雪が 降り出しました。		Alla fine ha cominciato a nevicare.	
1k0pt7z	frase-parola		だれかがドアをどんどんたたいている。		Someone is battering at the door.	
1ffo4i6	frase-parola		日本語が どんどん 上手に なって いますね。		Il tuo giapponese migliora a vista d'occhio!	
17cw70x	frase-parola		先生は何を注文なさいますか。		Professore, cosa ordina? (onorifico)	
0rento7	frase-parola		週末は 何を なさいますか。		Cosa farà nel fine settimana? (onorifico)	
1p7p61r	frase-parola		なるべく安いほうがいいです。		I would like the least expensive one.	
12keo39	frase-parola		なるべく 毎日 運動して ください。		Fai esercizio possibilmente ogni giorno.	
0rcy8r1	frase-parola		なるほど、そういうことですか。		Ah ecco, è così che stanno le cose.	
0mcwpw5	frase-parola		せつめいを 聞いて、なるほどと 思いました。		Ascoltata la spiegazione, ho pensato «ah, ecco!».	
01bh0ao	frase-parola		彼はもう家に着いたはずです。		Dovrebbe essere già arrivato a casa.	
1s21zea	frase-parola		かぎは かばんの 中に ある はずです。		Le chiavi dovrebbero essere nella borsa.	
1ab6kdm	frase-parola		パソコンで手紙を書きました。		Ho scritto una lettera al computer.	
1wdw8i3	frase-parola		パソコンの 調子が 悪いです。		Il computer non funziona bene.	
0ral2uk	frase-parola		もっとはっきり話してください。		Parla più chiaramente, per favore.	
0ftua8d	frase-parola		遠くの 山が はっきり 見えます。		Le montagne lontane si vedono chiaramente.	
0y5l5q7	frase-parola		ママもパパもひどくいらだっているの。		Mummy and Daddy are very nervous.	
0b04dl2	frase-parola		パパ、公園へ 行こうよ。		Papà, andiamo al parco, dai!	
0vmtjkp	frase-parola		昼ごはんにハンバーグを食べました。		A pranzo ho mangiato un hamburger (polpetta).	
0yvrltx	frase-parola		子どもたちは ハンバーグが 大好きです。		I bambini adorano l'hamburger.	
0zuczu5	frase-parola		妹はピアノが上手です。		Mia sorella minore è brava al pianoforte.	
1urxapp	frase-parola		ピアノの 発表会が あります。		C'è il saggio di pianoforte.	
13l0cw4	frase-parola		父は毎朝ひげをそります。		Mio padre si rade la barba ogni mattina.	
0d7y7rq	frase-parola		ひげを そるのを 忘れました。		Ho dimenticato di radermi.	
1oz9a5o	frase-parola		急に 犬が ほえて、びっくりしました。		Il cane ha abbaiato all'improvviso e mi sono spaventato.	
0yxkeeu	frase-parola		値段を 見て びっくりしました。		Ho visto il prezzo e sono rimasto di stucco.	
00emd14	frase-parola		ゆうべはひどい雨でした。		Ieri sera pioveva tremendamente.	
0dal6rg	frase-parola		かぜが ひどく なって、ねつが 出ました。		Il raffreddore è peggiorato e mi è venuta la febbre.	
06j94pl	frase-parola		あの高いビルは何ですか。		Cos'è quel palazzo alto?	
1v3l37k	frase-parola		駅の 前に 高い ビルが 建ちました。		Davanti alla stazione è stato costruito un palazzo alto.	
07jmv03	frase-parola		この手紙を日本までファックスしてください。		I'd like to fax this to Japan.	
1pwxx3w	frase-parola		ファックスで 地図を 送りました。		Ho inviato la mappa via fax.	
18wkdw4	frase-parola		秋は ぶどうが おいしいです。		In autunno l'uva è buona.	
10a86ne	frase-parola		ぶどうで ジュースを 作りました。		Ho fatto un succo con l'uva.	
0gwbj35	frase-parola		ハーモニカはお父さんからのプレゼントですか。		Is the harmonica a present from his father?	
1dd6d9j	frase-parola		母の日の プレゼントを 選んで います。		Sto scegliendo il regalo per la festa della mamma.	
1ydq5e2	frase-parola		ベルが鳴ったら、始めてください。		Quando suona la campanella, cominciate.	
0d35a94	frase-parola		じゅぎょうの ベルが 鳴りました。		È suonata la campanella della lezione.	
1p56zgf	frase-parola		ケイトは中国語をほとんど話せない。		Kate can hardly speak Chinese.	
0lr5alw	frase-parola		夕食の準備はほとんどできています。		The dinner is almost ready.	
0kaj8pq	frase-parola		まず、手を洗ってください。		Prima di tutto, lavatevi le mani.	
1p7buz2	frase-parola		まず 名前を 書いて、それから 答えて ください。		Prima scrivi il nome e poi rispondi.	
0x6r9i5	frase-parola		ペンまたはえんぴつで書いてください。		Scrivete con la penna oppure la matita.	
0ngxxzk	frase-parola		電話 または メールで 連絡して ください。		Contattami per telefono oppure per mail.	
1tj7qir	frase-parola		もうすぐ春ですね。		È quasi primavera, eh!	
19sp0bi	frase-parola		もうすぐ 電車が 来ます。		Il treno arriva tra poco.	
1nettyp	frase-parola		もし雨なら、家にいます。		Se piove, resto a casa.	
0vzw2pn	frase-parola		もし 時間が あったら、来て ください。		Se hai tempo, vieni.	
0je2z8v	frase-parola		もちろん、手伝いますよ。		Certo che ti aiuto!	
05ghjcc	frase-parola		もちろん、あなたも 来て いいですよ。		Certamente puoi venire anche tu.	
04rqdza	frase-parola		友だちにプレゼントをもらいました。		Ho ricevuto un regalo da un amico.	
11nyfea	frase-parola		先生に 手紙を 読んで もらいました。		Mi sono fatto leggere la lettera dal professore.	
1ft1fhx	frase-parola		やっと宿題が終わりました。		Finalmente ho finito i compiti.	
1hpa4tq	frase-parola		やっと 漢字が 読める ように なりました。		Finalmente sono riuscito a leggere i kanji.	
0gcm8gd	frase-parola		やはり 日本の ラーメンは おいしいです。		Come pensavo, il ramen giapponese è buono.	
0biic8a	frase-parola		迷いましたが、やっぱり 行く ことに しました。		Ero indeciso, ma alla fine ho deciso comunque di andare.	
1ft7wpt	frase-parola		これでよろしいですか。		Va bene così?	
13r4v22	frase-parola		こちらの 席で よろしいですか。		Le va bene questo posto?	
0sk6da2	frase-parola		レジはどこですか。		Where's the checkout counter?	
101fn03	frase-parola		くしくも、レジでの合計額は７７７円であった。		Strangely, the cash register's total was 777 yen.	
15334xs	frase-parola		金曜日までに レポートを 出して ください。		Consegna la relazione entro venerdì.	
0bsu8g7	frase-parola		夜中まで レポートを 書いて いました。		Ho scritto la relazione fino a notte fonda.	
1rwygpx	frase-parola		このワープロをお借りしていいですか。		May I use this word processor?	
10pczl4	frase-parola		昔は ワープロで 手紙を 書きました。		Un tempo le lettere si scrivevano con il word processor.	
1004qs4	frase-parola		無事だと聞いて、安心しました。		Sapere che stai bene mi ha tranquillizzato.	
11ymapv	frase-parola		あなたが いれば 安心です。		Se ci sei tu sono tranquillo.	
0q6tz9u	frase-parola		この道は夜も安全です。		Questa strada è sicura anche di notte.	
0m818ud	frase-parola		安全な 場所に にげて ください。		Rifugiati in un luogo sicuro.	
155r9vu	frase-parola		駅で観光案内をもらいました。		In stazione ho preso una guida turistica.	
0pqwr4u	frase-parola		ご案内は 受付で して います。		Le informazioni si danno alla reception.	
08w17wf	frase-parola		六さい以下は無料です。		Sotto i sei anni è gratis.	
1afr4t3	frase-parola		この プールは 五さい以下は 入れません。		In questa piscina non possono entrare i bambini sotto i cinque anni.	
08ox77y	frase-parola		その仕事以外ならなんでもやる。		I'll do anything but that job.	
03r6qrw	frase-parola		月曜日以外は いつでも いいです。		A parte il lunedì va bene qualsiasi giorno.	
1bdnjhz	frase-parola		以上ですか？		Is that all?	
0uzztek	frase-parola		必要以上にお金を使わないようにしなさい。		Try not to spend more money than is necessary.	
0v0pa10	frase-parola		１週間以内に電話します。		I'll call you within a week.	
19wtzft	frase-parola		三十分以内に 着きます。		Arrivo entro trenta minuti.	
1hwannb	frase-parola		あなたの 意見を 聞かせて ください。		Fammi sentire la tua opinione.	
1hak6vl	frase-parola		健康の為に、毎日歩いています。		Cammino ogni giorno per la salute.	
0h94fyi	frase-parola		家族の 為に 働いて います。		Lavoro per la mia famiglia.	
0oytlj5	frase-parola		来月、大阪の支社に移ります。		Il mese prossimo mi trasferisco alla sede di Osaka.	
0k6vk2c	frase-parola		となりの 部屋に 移って ください。		Spostati nella stanza accanto, per favore.	
116jeky	frase-parola		二人の医者が医学の話をしていた。		Two doctors were talking shop.	
1uzie0q	frase-parola		むすこは 大学で 医学を 勉強して います。		Mio figlio studia medicina all'università.	
0tr9889	frase-parola		庭で野菜を育てています。		Coltivo verdure in giardino.	
0d3wj53	frase-parola		祖母は 五人の 子どもを 育てました。		La nonna ha cresciuto cinque figli.	
0o0l4xn	frase-parola		もっと一生懸命勉強すべきだったのに。		You should have worked harder.	
018pptv	frase-parola		一生懸命 練習して、試合に 勝ちました。		Mi sono allenato con tutte le forze e ho vinto la gara.	
11j2rlt	frase-parola		京都には一度行ったことがあります。		A Kyoto ci sono stato una volta.	
0yvwk3j	frase-parola		もう 一度 言って ください。		Ripeti ancora una volta, per favore.	
16bber7	frase-parola		きれいなタオルは引き出しにありますよ。		The clean towels are in the drawer.	
1t43dyj	frase-parola		はさみは 上の 引き出しに あります。		Le forbici sono nel cassetto in alto.	
15kkc6z	frase-parola		去年の秋、私たちはニューヨークに引っ越した。		We moved to New York last fall.	
1oans1o	frase-parola		来月、駅の 近くに 引っ越します。		Il mese prossimo trasloco vicino alla stazione.	
0jlimvt	frase-parola		仕事はすらすらと運んだ。		The work progressed smoothly.	
0a5hvc7	frase-parola		荷物を二階に運んでいただけませんか。		Would you carry my luggage upstairs?	
1u7phtf	frase-parola		キャロルはレンタカーを運転しています。		Carol is driving a rent-a-car.	
18i27tm	frase-parola		君は資金をうまく運転しなくてはならない。		You must employ your capital well.	
1xgper0	frase-parola		タクシーの運転手に道を教えました。		Ho indicato la strada al tassista.	
19qi46i	frase-parola		バスの 運転手に お礼を 言いました。		Ho ringraziato l'autista dell'autobus.	
16b1kct	frase-parola		毎朝、軽い運動をします。		Ogni mattina faccio un po' di movimento.	
